# executed-action
2.000000000000000000e+00, 6.000000000000000000e+00, 5.500000000000000000e+01, 1.840000000000000000e+02
1.000000000000000000e+00, 4.000000000000000000e+00, 1.680000000000000000e+02, 4.000000000000000000e+01
2.000000000000000000e+00, 1.200000000000000000e+01, 5.600000000000000000e+01, 1.830000000000000000e+02
1.000000000000000000e+00, 0.000000000000000000e+00, 1.190000000000000000e+02, 7.200000000000000000e+01
2.000000000000000000e+00, 0.000000000000000000e+00, 5.500000000000000000e+01, 1.830000000000000000e+02
1.000000000000000000e+00, 8.000000000000000000e+00, 2.300000000000000000e+01, 8.800000000000000000e+01
2.000000000000000000e+00, 1.000000000000000000e+01, 3.900000000000000000e+01, 1.200000000000000000e+02
1.000000000000000000e+00, 8.000000000000000000e+00, 1.200000000000000000e+02, 1.510000000000000000e+02
2.000000000000000000e+00, 6.000000000000000000e+00, 3.900000000000000000e+01, 1.200000000000000000e+02
1.000000000000000000e+00, 4.000000000000000000e+00, 1.670000000000000000e+02, 1.510000000000000000e+02
1.000000000000000000e+00, 1.200000000000000000e+01, 1.680000000000000000e+02, 1.200000000000000000e+02
2.000000000000000000e+00, 1.400000000000000000e+01, 4.000000000000000000e+01, 1.190000000000000000e+02
1.000000000000000000e+00, 4.000000000000000000e+00, 7.100000000000000000e+01, 3.900000000000000000e+01
2.000000000000000000e+00, 2.000000000000000000e+00, 2.400000000000000000e+01, 1.510000000000000000e+02
1.000000000000000000e+00, 6.000000000000000000e+00, 1.840000000000000000e+02, 8.700000000000000000e+01
2.000000000000000000e+00, 2.000000000000000000e+00, 2.400000000000000000e+01, 1.510000000000000000e+02
1.000000000000000000e+00, 4.000000000000000000e+00, 1.350000000000000000e+02, 1.190000000000000000e+02
1.000000000000000000e+00, 1.200000000000000000e+01, 1.510000000000000000e+02, 1.680000000000000000e+02
2.000000000000000000e+00, 2.000000000000000000e+00, 2.300000000000000000e+01, 1.520000000000000000e+02
1.000000000000000000e+00, 4.000000000000000000e+00, 8.800000000000000000e+01, 1.520000000000000000e+02
2.000000000000000000e+00, 4.000000000000000000e+00, 2.400000000000000000e+01, 1.670000000000000000e+02
1.000000000000000000e+00, 8.000000000000000000e+00, 8.800000000000000000e+01, 1.680000000000000000e+02
2.000000000000000000e+00, 8.000000000000000000e+00, 5.500000000000000000e+01, 1.830000000000000000e+02
1.000000000000000000e+00, 1.200000000000000000e+01, 4.000000000000000000e+01, 1.200000000000000000e+02
1.000000000000000000e+00, 8.000000000000000000e+00, 1.510000000000000000e+02, 1.510000000000000000e+02
2.000000000000000000e+00, 8.000000000000000000e+00, 5.600000000000000000e+01, 1.830000000000000000e+02
1.000000000000000000e+00, 1.400000000000000000e+01, 1.200000000000000000e+02, 8.800000000000000000e+01
2.000000000000000000e+00, 0.000000000000000000e+00, 5.600000000000000000e+01, 1.680000000000000000e+02
1.000000000000000000e+00, 8.000000000000000000e+00, 8.000000000000000000e+00, 8.800000000000000000e+01
2.000000000000000000e+00, 8.000000000000000000e+00, 5.500000000000000000e+01, 1.830000000000000000e+02
1.000000000000000000e+00, 4.000000000000000000e+00, 1.030000000000000000e+02, 5.500000000000000000e+01
1.000000000000000000e+00, 8.000000000000000000e+00, 3.900000000000000000e+01, 8.700000000000000000e+01
2.000000000000000000e+00, 1.000000000000000000e+01, 8.700000000000000000e+01, 1.040000000000000000e+02
1.000000000000000000e+00, 8.000000000000000000e+00, 1.200000000000000000e+02, 1.520000000000000000e+02
2.000000000000000000e+00, 1.400000000000000000e+01, 8.800000000000000000e+01, 1.030000000000000000e+02
1.000000000000000000e+00, 4.000000000000000000e+00, 1.520000000000000000e+02, 7.100000000000000000e+01
1.000000000000000000e+00, 4.000000000000000000e+00, 1.520000000000000000e+02, 3.900000000000000000e+01
2.000000000000000000e+00, 6.000000000000000000e+00, 8.700000000000000000e+01, 1.030000000000000000e+02
1.000000000000000000e+00, 0.000000000000000000e+00, 1.520000000000000000e+02, 1.520000000000000000e+02
2.000000000000000000e+00, 4.000000000000000000e+00, 3.900000000000000000e+01, 5.500000000000000000e+01
1.000000000000000000e+00, 0.000000000000000000e+00, 8.700000000000000000e+01, 1.840000000000000000e+02
2.000000000000000000e+00, 4.000000000000000000e+00, 4.000000000000000000e+01, 5.600000000000000000e+01
1.000000000000000000e+00, 6.000000000000000000e+00, 1.830000000000000000e+02, 1.040000000000000000e+02
2.000000000000000000e+00, 0.000000000000000000e+00, 5.500000000000000000e+01, 5.500000000000000000e+01
1.000000000000000000e+00, 4.000000000000000000e+00, 8.800000000000000000e+01, 2.300000000000000000e+01
2.000000000000000000e+00, 1.000000000000000000e+01, 5.500000000000000000e+01, 1.670000000000000000e+02
1.000000000000000000e+00, 8.000000000000000000e+00, 5.500000000000000000e+01, 7.200000000000000000e+01
2.000000000000000000e+00, 1.400000000000000000e+01, 5.600000000000000000e+01, 1.520000000000000000e+02
1.000000000000000000e+00, 4.000000000000000000e+00, 1.360000000000000000e+02, 8.700000000000000000e+01
1.000000000000000000e+00, 8.000000000000000000e+00, 1.350000000000000000e+02, 1.030000000000000000e+02
2.000000000000000000e+00, 1.200000000000000000e+01, 5.500000000000000000e+01, 1.680000000000000000e+02
1.000000000000000000e+00, 4.000000000000000000e+00, 1.360000000000000000e+02, 5.500000000000000000e+01
2.000000000000000000e+00, 1.000000000000000000e+01, 5.500000000000000000e+01, 1.670000000000000000e+02
1.000000000000000000e+00, 0.000000000000000000e+00, 4.000000000000000000e+01, 2.300000000000000000e+01
2.000000000000000000e+00, 5.000000000000000000e+00, 1.520000000000000000e+02, 1.350000000000000000e+02
1.000000000000000000e+00, 8.000000000000000000e+00, 2.300000000000000000e+01, 8.800000000000000000e+01
2.000000000000000000e+00, 0.000000000000000000e+00, 1.670000000000000000e+02, 1.360000000000000000e+02
1.000000000000000000e+00, 8.000000000000000000e+00, 1.190000000000000000e+02, 8.800000000000000000e+01
2.000000000000000000e+00, 4.000000000000000000e+00, 8.800000000000000000e+01, 5.500000000000000000e+01
1.000000000000000000e+00, 4.000000000000000000e+00, 1.510000000000000000e+02, 1.360000000000000000e+02
2.000000000000000000e+00, 0.000000000000000000e+00, 8.800000000000000000e+01, 5.600000000000000000e+01
1.000000000000000000e+00, 0.000000000000000000e+00, 1.190000000000000000e+02, 1.680000000000000000e+02
1.000000000000000000e+00, 1.200000000000000000e+01, 8.700000000000000000e+01, 1.830000000000000000e+02
1.000000000000000000e+00, 1.200000000000000000e+01, 8.700000000000000000e+01, 1.520000000000000000e+02
1.000000000000000000e+00, 1.200000000000000000e+01, 8.700000000000000000e+01, 1.200000000000000000e+02
2.000000000000000000e+00, 0.000000000000000000e+00, 8.800000000000000000e+01, 5.600000000000000000e+01
1.000000000000000000e+00, 5.000000000000000000e+00, 2.150000000000000000e+02, 1.200000000000000000e+02
